"location","origin_date","target","origin_epiweek","output_type","output_type_id","oracle_value"
"nat",2015-10-17,"ili perc","2015-42","quantile",NA,1.3711
"nat",2015-10-24,"ili perc","2015-43","quantile",NA,1.39171
"nat",2015-10-31,"ili perc","2015-44","quantile",NA,1.43712
"nat",2015-11-07,"ili perc","2015-45","quantile",NA,1.50165
"nat",2015-11-14,"ili perc","2015-46","quantile",NA,1.59805
"nat",2015-11-21,"ili perc","2015-47","quantile",NA,1.89668
"nat",2015-11-28,"ili perc","2015-48","quantile",NA,1.67728
"nat",2015-12-05,"ili perc","2015-49","quantile",NA,1.78296
"nat",2015-12-12,"ili perc","2015-50","quantile",NA,1.87336
"nat",2015-12-19,"ili perc","2015-51","quantile",NA,2.32148
"nat",2015-12-26,"ili perc","2015-52","quantile",NA,2.40991
"nat",2016-01-02,"ili perc","2016-01","quantile",NA,1.94328
"nat",2016-01-09,"ili perc","2016-02","quantile",NA,1.99796
"nat",2016-01-16,"ili perc","2016-03","quantile",NA,2.11829
"nat",2016-01-23,"ili perc","2016-04","quantile",NA,2.25112
"nat",2016-01-30,"ili perc","2016-05","quantile",NA,2.37116
"nat",2016-02-06,"ili perc","2016-06","quantile",NA,2.80035
"nat",2016-02-13,"ili perc","2016-07","quantile",NA,3.16475
"nat",2016-02-20,"ili perc","2016-08","quantile",NA,3.15183
"nat",2016-02-27,"ili perc","2016-09","quantile",NA,3.3321
"nat",2016-03-05,"ili perc","2016-10","quantile",NA,3.56024
"nat",2016-03-12,"ili perc","2016-11","quantile",NA,3.05479
"nat",2016-03-19,"ili perc","2016-12","quantile",NA,2.76732
"nat",2016-03-26,"ili perc","2016-13","quantile",NA,2.44161
"nat",2016-04-02,"ili perc","2016-14","quantile",NA,2.03348
"nat",2016-04-09,"ili perc","2016-15","quantile",NA,1.98593
"nat",2016-04-16,"ili perc","2016-16","quantile",NA,1.91514
"nat",2016-04-23,"ili perc","2016-17","quantile",NA,1.69968
"nat",2016-04-30,"ili perc","2016-18","quantile",NA,1.57635
"nat",2016-05-07,"ili perc","2016-19","quantile",NA,1.3935
"nat",2016-05-14,"ili perc","2016-20","quantile",NA,1.29941
"nat",2016-05-21,"ili perc","2016-21","quantile",NA,1.18379
"nat",2016-05-28,"ili perc","2016-22","quantile",NA,1.13723
"nat",2016-06-04,"ili perc","2016-23","quantile",NA,1.04118
"nat",2016-06-11,"ili perc","2016-24","quantile",NA,0.971814
"nat",2016-06-18,"ili perc","2016-25","quantile",NA,0.863306
"nat",2016-06-25,"ili perc","2016-26","quantile",NA,0.833797
"nat",2016-07-02,"ili perc","2016-27","quantile",NA,0.784516
"nat",2016-07-09,"ili perc","2016-28","quantile",NA,0.734327
"nat",2016-07-16,"ili perc","2016-29","quantile",NA,0.698845
"nat",2016-07-23,"ili perc","2016-30","quantile",NA,0.723099
"nat",2016-07-30,"ili perc","2016-31","quantile",NA,0.663501
"nat",2016-08-06,"ili perc","2016-32","quantile",NA,0.69276
"nat",2016-08-13,"ili perc","2016-33","quantile",NA,0.710029
"nat",2016-08-20,"ili perc","2016-34","quantile",NA,0.834232
"nat",2016-08-27,"ili perc","2016-35","quantile",NA,0.992621
"nat",2016-09-03,"ili perc","2016-36","quantile",NA,1.01605
"nat",2016-09-10,"ili perc","2016-37","quantile",NA,1.07169
"nat",2016-09-17,"ili perc","2016-38","quantile",NA,1.10163
"nat",2016-09-24,"ili perc","2016-39","quantile",NA,1.18841
"nat",2016-10-01,"ili perc","2016-40","quantile",NA,1.19763
"nat",2016-10-08,"ili perc","2016-41","quantile",NA,1.22887
"nat",2016-10-15,"ili perc","2016-42","quantile",NA,1.26723
"nat",2016-10-22,"ili perc","2016-43","quantile",NA,1.36226
"nat",2016-10-29,"ili perc","2016-44","quantile",NA,1.48468
"nat",2016-11-05,"ili perc","2016-45","quantile",NA,1.55838
"nat",2016-11-12,"ili perc","2016-46","quantile",NA,1.64639
"nat",2016-11-19,"ili perc","2016-47","quantile",NA,1.91196
"nat",2016-11-26,"ili perc","2016-48","quantile",NA,1.81129
"nat",2016-12-03,"ili perc","2016-49","quantile",NA,1.91669
"nat",2016-12-10,"ili perc","2016-50","quantile",NA,2.20671
"nat",2016-12-17,"ili perc","2016-51","quantile",NA,2.73096
"nat",2016-12-24,"ili perc","2016-52","quantile",NA,3.36152
"nat",2016-12-31,"ili perc","2017-01","quantile",NA,3.09232
"nat",2017-01-07,"ili perc","2017-02","quantile",NA,3.07623
"nat",2017-01-14,"ili perc","2017-03","quantile",NA,3.50708
"nat",2017-01-21,"ili perc","2017-04","quantile",NA,3.79872
"nat",2017-01-28,"ili perc","2017-05","quantile",NA,4.43601
"nat",2017-02-04,"ili perc","2017-06","quantile",NA,5.06094
"nat",2017-02-11,"ili perc","2017-07","quantile",NA,4.85988
"nat",2017-02-18,"ili perc","2017-08","quantile",NA,4.57809
"nat",2017-02-25,"ili perc","2017-09","quantile",NA,3.55555
"nat",2017-03-04,"ili perc","2017-10","quantile",NA,3.50492
"nat",2017-03-11,"ili perc","2017-11","quantile",NA,3.21406
"nat",2017-03-18,"ili perc","2017-12","quantile",NA,3.09854
"nat",2017-03-25,"ili perc","2017-13","quantile",NA,2.79765
"nat",2017-04-01,"ili perc","2017-14","quantile",NA,2.38646
"nat",2017-04-08,"ili perc","2017-15","quantile",NA,1.96699
"nat",2017-04-15,"ili perc","2017-16","quantile",NA,1.73523
"nat",2017-04-22,"ili perc","2017-17","quantile",NA,1.5635
"nat",2017-04-29,"ili perc","2017-18","quantile",NA,1.4041
"nat",2017-05-06,"ili perc","2017-19","quantile",NA,1.27729
"nat",2017-05-13,"ili perc","2017-20","quantile",NA,1.28245
"nat",2017-05-20,"ili perc","2017-21","quantile",NA,1.16589
"nat",2017-05-27,"ili perc","2017-22","quantile",NA,1.10922
"nat",2017-06-03,"ili perc","2017-23","quantile",NA,1.04387
"nat",2017-06-10,"ili perc","2017-24","quantile",NA,0.905089
"nat",2017-06-17,"ili perc","2017-25","quantile",NA,0.900337
"nat",2017-06-24,"ili perc","2017-26","quantile",NA,0.859539
"nat",2017-07-01,"ili perc","2017-27","quantile",NA,0.818831
"nat",2017-07-08,"ili perc","2017-28","quantile",NA,0.752503
"nat",2017-07-15,"ili perc","2017-29","quantile",NA,0.7372
"nat",2017-07-22,"ili perc","2017-30","quantile",NA,0.733096
"nat",2017-07-29,"ili perc","2017-31","quantile",NA,0.73102
"nat",2017-08-05,"ili perc","2017-32","quantile",NA,0.688338
"nat",2017-08-12,"ili perc","2017-33","quantile",NA,0.732049
"nat",2017-08-19,"ili perc","2017-34","quantile",NA,0.911641
"nat",2017-08-26,"ili perc","2017-35","quantile",NA,1.02105
"nat",2017-09-02,"ili perc","2017-36","quantile",NA,1.09335
"nat",2017-09-09,"ili perc","2017-37","quantile",NA,1.09515
"nat",2017-09-16,"ili perc","2017-38","quantile",NA,1.09699
"nat",2017-09-23,"ili perc","2017-39","quantile",NA,1.18823
"nat",2017-09-30,"ili perc","2017-40","quantile",NA,1.26589
"nat",2017-10-07,"ili perc","2017-41","quantile",NA,1.30479
"nat",2017-10-14,"ili perc","2017-42","quantile",NA,1.34075
"nat",2017-10-21,"ili perc","2017-43","quantile",NA,1.51674
"nat",2017-10-28,"ili perc","2017-44","quantile",NA,1.74583
"nat",2017-11-04,"ili perc","2017-45","quantile",NA,1.88708
"nat",2017-11-11,"ili perc","2017-46","quantile",NA,2.05923
"nat",2017-11-18,"ili perc","2017-47","quantile",NA,2.27971
"nat",2017-11-25,"ili perc","2017-48","quantile",NA,2.28379
"nat",2017-12-02,"ili perc","2017-49","quantile",NA,2.58278
"nat",2017-12-09,"ili perc","2017-50","quantile",NA,3.36558
"nat",2017-12-16,"ili perc","2017-51","quantile",NA,4.73117
"nat",2017-12-23,"ili perc","2017-52","quantile",NA,5.70943
"nat",2017-12-30,"ili perc","2017-01","quantile",NA,5.74658
"nat",2018-01-06,"ili perc","2018-02","quantile",NA,5.89207
"nat",2018-01-13,"ili perc","2018-03","quantile",NA,6.51759
"nat",2018-01-20,"ili perc","2018-04","quantile",NA,7.16338
"nat",2018-01-27,"ili perc","2018-05","quantile",NA,7.52133
"nat",2018-02-03,"ili perc","2018-06","quantile",NA,7.38748
"nat",2018-02-10,"ili perc","2018-07","quantile",NA,6.44688
"nat",2018-02-17,"ili perc","2018-08","quantile",NA,4.95881
"nat",2018-02-24,"ili perc","2018-09","quantile",NA,3.68612
"nat",2018-03-03,"ili perc","2018-10","quantile",NA,3.18626
"nat",2018-03-10,"ili perc","2018-11","quantile",NA,2.76894
"nat",2018-03-17,"ili perc","2018-12","quantile",NA,2.48706
"nat",2018-03-24,"ili perc","2018-13","quantile",NA,2.40802
"nat",2018-03-31,"ili perc","2018-14","quantile",NA,2.07483
"nat",2018-04-07,"ili perc","2018-15","quantile",NA,1.77898
"nat",2018-04-14,"ili perc","2018-16","quantile",NA,1.61487
"nat",2018-04-21,"ili perc","2018-17","quantile",NA,1.5385
"nat",2018-04-28,"ili perc","2018-18","quantile",NA,1.52612
"nat",2018-05-05,"ili perc","2018-19","quantile",NA,1.28847
"nat",2018-05-12,"ili perc","2018-20","quantile",NA,1.18344
"nat",2018-05-19,"ili perc","2018-21","quantile",NA,1.24919
"nat",2018-05-26,"ili perc","2018-22","quantile",NA,1.14131
"nat",2018-06-02,"ili perc","2018-23","quantile",NA,0.9878
"nat",2018-06-09,"ili perc","2018-24","quantile",NA,0.895565
"nat",2018-06-16,"ili perc","2018-25","quantile",NA,0.892204
"nat",2018-06-23,"ili perc","2018-26","quantile",NA,0.877184
"nat",2018-06-30,"ili perc","2018-27","quantile",NA,0.780203
"nat",2018-07-07,"ili perc","2018-28","quantile",NA,0.725075
"nat",2018-07-14,"ili perc","2018-29","quantile",NA,0.68247
"nat",2018-07-21,"ili perc","2018-30","quantile",NA,0.640393
"nat",2018-07-28,"ili perc","2018-31","quantile",NA,0.639127
"nat",2018-08-04,"ili perc","2018-32","quantile",NA,0.705637
"nat",2018-08-11,"ili perc","2018-33","quantile",NA,0.707801
"nat",2018-08-18,"ili perc","2018-34","quantile",NA,0.822659
"nat",2018-08-25,"ili perc","2018-35","quantile",NA,0.859864
"nat",2018-09-01,"ili perc","2018-36","quantile",NA,1.10083
"nat",2018-09-08,"ili perc","2018-37","quantile",NA,1.15323
"nat",2018-09-15,"ili perc","2018-38","quantile",NA,1.20178
"nat",2018-09-22,"ili perc","2018-39","quantile",NA,1.2498
"nat",2018-09-29,"ili perc","2018-40","quantile",NA,1.41876
"nat",2018-10-06,"ili perc","2018-41","quantile",NA,1.40077
"nat",2018-10-13,"ili perc","2018-42","quantile",NA,1.47139
"nat",2018-10-20,"ili perc","2018-43","quantile",NA,1.63634
"nat",2018-10-27,"ili perc","2018-44","quantile",NA,1.79125
"nat",2018-11-03,"ili perc","2018-45","quantile",NA,1.86871
"nat",2018-11-10,"ili perc","2018-46","quantile",NA,1.98121
"nat",2018-11-17,"ili perc","2018-47","quantile",NA,2.23487
"nat",2018-11-24,"ili perc","2018-48","quantile",NA,2.14572
"nat",2018-12-01,"ili perc","2018-49","quantile",NA,2.25134
"nat",2018-12-08,"ili perc","2018-50","quantile",NA,2.6411
"nat",2018-12-15,"ili perc","2018-51","quantile",NA,3.13478
"nat",2018-12-22,"ili perc","2018-52","quantile",NA,3.96538
"nat",2018-12-29,"ili perc","2018-01","quantile",NA,3.45972
"nat",2019-01-05,"ili perc","2019-02","quantile",NA,3.07558
"nat",2019-01-12,"ili perc","2019-03","quantile",NA,3.3258
"nat",2019-01-19,"ili perc","2019-04","quantile",NA,3.79773
"nat",2019-01-26,"ili perc","2019-05","quantile",NA,4.34227
"nat",2019-02-02,"ili perc","2019-06","quantile",NA,4.86953
"nat",2019-02-09,"ili perc","2019-07","quantile",NA,5.03689
"nat",2019-02-16,"ili perc","2019-08","quantile",NA,4.8812
"nat",2019-02-23,"ili perc","2019-09","quantile",NA,4.54791
"nat",2019-03-02,"ili perc","2019-10","quantile",NA,4.3762
"nat",2019-03-09,"ili perc","2019-11","quantile",NA,4.22692
"nat",2019-03-16,"ili perc","2019-12","quantile",NA,3.68251
"nat",2019-03-23,"ili perc","2019-13","quantile",NA,3.08559
"nat",2019-03-30,"ili perc","2019-14","quantile",NA,2.69831
"nat",2019-04-06,"ili perc","2019-15","quantile",NA,2.28676
"nat",2019-04-13,"ili perc","2019-16","quantile",NA,2.01217
"nat",2019-04-20,"ili perc","2019-17","quantile",NA,1.71323
"nat",2019-04-27,"ili perc","2019-18","quantile",NA,1.56678
"nat",2019-05-04,"ili perc","2019-19","quantile",NA,1.49827
"nat",2019-05-11,"ili perc","2019-20","quantile",NA,1.49961
"nat",2019-05-18,"ili perc","2019-21","quantile",NA,1.42123
"nat",2019-05-25,"ili perc","2019-22","quantile",NA,1.39258
"nat",2019-06-01,"ili perc","2019-23","quantile",NA,1.21697
"nat",2019-06-08,"ili perc","2019-24","quantile",NA,1.11266
"nat",2019-06-15,"ili perc","2019-25","quantile",NA,0.991888
"nat",2019-06-22,"ili perc","2019-26","quantile",NA,0.946401
"nat",2019-06-29,"ili perc","2019-27","quantile",NA,0.874695
"nat",2019-07-06,"ili perc","2019-28","quantile",NA,0.809169
"nat",2019-07-13,"ili perc","2019-29","quantile",NA,0.75452
"nat",2019-07-20,"ili perc","2019-30","quantile",NA,0.732983
"nat",2019-07-27,"ili perc","2019-31","quantile",NA,0.725811
"nat",2019-08-03,"ili perc","2019-32","quantile",NA,0.754209
"nat",2019-08-10,"ili perc","2019-33","quantile",NA,0.729672
"nat",2019-08-17,"ili perc","2019-34","quantile",NA,0.839875
"nat",2019-08-24,"ili perc","2019-35","quantile",NA,0.989358
"nat",2019-08-31,"ili perc","2019-36","quantile",NA,1.1354
"nat",2019-09-07,"ili perc","2019-37","quantile",NA,1.23124
"nat",2019-09-14,"ili perc","2019-38","quantile",NA,1.24448
"nat",2019-09-21,"ili perc","2019-39","quantile",NA,1.3379
"nat",2019-09-28,"ili perc","2019-40","quantile",NA,1.49002
"nat",2019-10-05,"ili perc","2019-41","quantile",NA,1.59192
"nat",2019-10-12,"ili perc","2019-42","quantile",NA,1.72572
"nat",2019-10-19,"ili perc","2019-43","quantile",NA,1.83419
"nat",2019-10-26,"ili perc","2019-44","quantile",NA,2.04008
"nat",2019-11-02,"ili perc","2019-45","quantile",NA,2.39351
"nat",2019-11-09,"ili perc","2019-46","quantile",NA,2.63251
"nat",2019-11-16,"ili perc","2019-47","quantile",NA,2.89941
"nat",2019-11-23,"ili perc","2019-48","quantile",NA,3.41501
"nat",2019-11-30,"ili perc","2019-49","quantile",NA,3.2579
"nat",2019-12-07,"ili perc","2019-50","quantile",NA,3.94308
"nat",2019-12-14,"ili perc","2019-51","quantile",NA,5.06435
"nat",2019-12-21,"ili perc","2019-52","quantile",NA,7.06161
"nat",2019-12-28,"ili perc","2019-01","quantile",NA,5.90066
"nat",2020-01-04,"ili perc","2020-02","quantile",NA,4.9402
"nat",2020-01-11,"ili perc","2020-03","quantile",NA,5.33135
"nat",2020-01-18,"ili perc","2020-04","quantile",NA,6.07822
"nat",2020-01-25,"ili perc","2020-05","quantile",NA,6.74724
"nat",2020-02-01,"ili perc","2020-06","quantile",NA,6.80157
"nat",2020-02-08,"ili perc","2020-07","quantile",NA,6.11292
"nat",2020-02-15,"ili perc","2020-08","quantile",NA,5.52513
"nat",2020-02-22,"ili perc","2020-09","quantile",NA,5.12333
"hhs1",2015-10-17,"ili perc","2015-42","quantile",NA,0.721747
"hhs1",2015-10-24,"ili perc","2015-43","quantile",NA,0.767136
"hhs1",2015-10-31,"ili perc","2015-44","quantile",NA,0.923337
"hhs1",2015-11-07,"ili perc","2015-45","quantile",NA,0.767975
"hhs1",2015-11-14,"ili perc","2015-46","quantile",NA,0.736201
"hhs1",2015-11-21,"ili perc","2015-47","quantile",NA,0.954736
"hhs1",2015-11-28,"ili perc","2015-48","quantile",NA,0.807851
"hhs1",2015-12-05,"ili perc","2015-49","quantile",NA,0.975831
"hhs1",2015-12-12,"ili perc","2015-50","quantile",NA,1.03668
"hhs1",2015-12-19,"ili perc","2015-51","quantile",NA,1.38302
"hhs1",2015-12-26,"ili perc","2015-52","quantile",NA,1.59869
"hhs1",2016-01-02,"ili perc","2016-01","quantile",NA,1.32779
"hhs1",2016-01-09,"ili perc","2016-02","quantile",NA,1.40757
"hhs1",2016-01-16,"ili perc","2016-03","quantile",NA,1.51447
"hhs1",2016-01-23,"ili perc","2016-04","quantile",NA,1.70905
"hhs1",2016-01-30,"ili perc","2016-05","quantile",NA,1.80717
"hhs1",2016-02-06,"ili perc","2016-06","quantile",NA,1.98555
"hhs1",2016-02-13,"ili perc","2016-07","quantile",NA,1.98808
"hhs1",2016-02-20,"ili perc","2016-08","quantile",NA,1.97011
"hhs1",2016-02-27,"ili perc","2016-09","quantile",NA,2.00001
"hhs1",2016-03-05,"ili perc","2016-10","quantile",NA,2.54487
"hhs1",2016-03-12,"ili perc","2016-11","quantile",NA,2.20908
"hhs1",2016-03-19,"ili perc","2016-12","quantile",NA,2.01418
"hhs1",2016-03-26,"ili perc","2016-13","quantile",NA,2.03999
"hhs1",2016-04-02,"ili perc","2016-14","quantile",NA,1.71028
"hhs1",2016-04-09,"ili perc","2016-15","quantile",NA,1.57636
"hhs1",2016-04-16,"ili perc","2016-16","quantile",NA,1.62583
"hhs1",2016-04-23,"ili perc","2016-17","quantile",NA,1.13344
"hhs1",2016-04-30,"ili perc","2016-18","quantile",NA,1.05605
"hhs1",2016-05-07,"ili perc","2016-19","quantile",NA,0.89892
"hhs1",2016-05-14,"ili perc","2016-20","quantile",NA,0.895756
"hhs1",2016-05-21,"ili perc","2016-21","quantile",NA,0.845762
"hhs1",2016-05-28,"ili perc","2016-22","quantile",NA,0.744632
"hhs1",2016-06-04,"ili perc","2016-23","quantile",NA,0.743073
"hhs1",2016-06-11,"ili perc","2016-24","quantile",NA,0.512698
"hhs1",2016-06-18,"ili perc","2016-25","quantile",NA,0.398488
"hhs1",2016-06-25,"ili perc","2016-26","quantile",NA,0.392526
"hhs1",2016-07-02,"ili perc","2016-27","quantile",NA,0.3677
"hhs1",2016-07-09,"ili perc","2016-28","quantile",NA,0.377947
"hhs1",2016-07-16,"ili perc","2016-29","quantile",NA,0.396991
"hhs1",2016-07-23,"ili perc","2016-30","quantile",NA,0.354401
"hhs1",2016-07-30,"ili perc","2016-31","quantile",NA,0.379867
"hhs1",2016-08-06,"ili perc","2016-32","quantile",NA,0.333124
"hhs1",2016-08-13,"ili perc","2016-33","quantile",NA,0.389443
"hhs1",2016-08-20,"ili perc","2016-34","quantile",NA,0.401698
"hhs1",2016-08-27,"ili perc","2016-35","quantile",NA,0.386442
"hhs1",2016-09-03,"ili perc","2016-36","quantile",NA,0.564664
"hhs1",2016-09-10,"ili perc","2016-37","quantile",NA,0.579147
"hhs1",2016-09-17,"ili perc","2016-38","quantile",NA,0.602019
"hhs1",2016-09-24,"ili perc","2016-39","quantile",NA,0.572983
"hhs1",2016-10-01,"ili perc","2016-40","quantile",NA,0.747602
"hhs1",2016-10-08,"ili perc","2016-41","quantile",NA,0.661232
"hhs1",2016-10-15,"ili perc","2016-42","quantile",NA,0.728388
"hhs1",2016-10-22,"ili perc","2016-43","quantile",NA,0.729991
"hhs1",2016-10-29,"ili perc","2016-44","quantile",NA,0.930192
"hhs1",2016-11-05,"ili perc","2016-45","quantile",NA,0.875043
"hhs1",2016-11-12,"ili perc","2016-46","quantile",NA,0.905197
"hhs1",2016-11-19,"ili perc","2016-47","quantile",NA,0.975827
"hhs1",2016-11-26,"ili perc","2016-48","quantile",NA,0.872621
"hhs1",2016-12-03,"ili perc","2016-49","quantile",NA,0.940337
"hhs1",2016-12-10,"ili perc","2016-50","quantile",NA,1.04872
"hhs1",2016-12-17,"ili perc","2016-51","quantile",NA,1.16982
"hhs1",2016-12-24,"ili perc","2016-52","quantile",NA,1.41861
"hhs1",2016-12-31,"ili perc","2017-01","quantile",NA,1.57644
"hhs1",2017-01-07,"ili perc","2017-02","quantile",NA,1.52411
"hhs1",2017-01-14,"ili perc","2017-03","quantile",NA,1.73987
"hhs1",2017-01-21,"ili perc","2017-04","quantile",NA,2.06524
"hhs1",2017-01-28,"ili perc","2017-05","quantile",NA,2.51375
"hhs1",2017-02-04,"ili perc","2017-06","quantile",NA,3.19221
"hhs1",2017-02-11,"ili perc","2017-07","quantile",NA,3.02522
"hhs1",2017-02-18,"ili perc","2017-08","quantile",NA,3.04746
"hhs1",2017-02-25,"ili perc","2017-09","quantile",NA,2.24694
"hhs1",2017-03-04,"ili perc","2017-10","quantile",NA,2.12586
"hhs1",2017-03-11,"ili perc","2017-11","quantile",NA,2.12868
"hhs1",2017-03-18,"ili perc","2017-12","quantile",NA,1.93583
"hhs1",2017-03-25,"ili perc","2017-13","quantile",NA,2.00149
"hhs1",2017-04-01,"ili perc","2017-14","quantile",NA,2.21679
"hhs1",2017-04-08,"ili perc","2017-15","quantile",NA,1.79559
"hhs1",2017-04-15,"ili perc","2017-16","quantile",NA,1.53009
"hhs1",2017-04-22,"ili perc","2017-17","quantile",NA,1.11883
"hhs1",2017-04-29,"ili perc","2017-18","quantile",NA,0.927764
"hhs1",2017-05-06,"ili perc","2017-19","quantile",NA,0.735565
"hhs1",2017-05-13,"ili perc","2017-20","quantile",NA,0.663237
"hhs1",2017-05-20,"ili perc","2017-21","quantile",NA,0.575517
"hhs1",2017-05-27,"ili perc","2017-22","quantile",NA,0.68094
"hhs1",2017-06-03,"ili perc","2017-23","quantile",NA,0.581094
"hhs1",2017-06-10,"ili perc","2017-24","quantile",NA,0.506065
"hhs1",2017-06-17,"ili perc","2017-25","quantile",NA,0.461712
"hhs1",2017-06-24,"ili perc","2017-26","quantile",NA,0.433945
"hhs1",2017-07-01,"ili perc","2017-27","quantile",NA,0.452091
"hhs1",2017-07-08,"ili perc","2017-28","quantile",NA,0.361844
"hhs1",2017-07-15,"ili perc","2017-29","quantile",NA,0.292145
"hhs1",2017-07-22,"ili perc","2017-30","quantile",NA,0.31378
"hhs1",2017-07-29,"ili perc","2017-31","quantile",NA,0.303222
"hhs1",2017-08-05,"ili perc","2017-32","quantile",NA,0.286054
"hhs1",2017-08-12,"ili perc","2017-33","quantile",NA,0.341359
"hhs1",2017-08-19,"ili perc","2017-34","quantile",NA,0.325429
"hhs1",2017-08-26,"ili perc","2017-35","quantile",NA,0.339203
"hhs1",2017-09-02,"ili perc","2017-36","quantile",NA,0.289899
"hhs1",2017-09-09,"ili perc","2017-37","quantile",NA,0.469752
"hhs1",2017-09-16,"ili perc","2017-38","quantile",NA,0.441854
"hhs1",2017-09-23,"ili perc","2017-39","quantile",NA,0.467866
"hhs1",2017-09-30,"ili perc","2017-40","quantile",NA,0.714489
"hhs1",2017-10-07,"ili perc","2017-41","quantile",NA,0.797907
"hhs1",2017-10-14,"ili perc","2017-42","quantile",NA,0.796885
"hhs1",2017-10-21,"ili perc","2017-43","quantile",NA,0.972133
"hhs1",2017-10-28,"ili perc","2017-44","quantile",NA,0.948321
"hhs1",2017-11-04,"ili perc","2017-45","quantile",NA,1.08227
"hhs1",2017-11-11,"ili perc","2017-46","quantile",NA,1.19375
"hhs1",2017-11-18,"ili perc","2017-47","quantile",NA,1.59658
"hhs1",2017-11-25,"ili perc","2017-48","quantile",NA,1.53606
"hhs1",2017-12-02,"ili perc","2017-49","quantile",NA,1.6577
"hhs1",2017-12-09,"ili perc","2017-50","quantile",NA,1.82267
"hhs1",2017-12-16,"ili perc","2017-51","quantile",NA,2.24475
"hhs1",2017-12-23,"ili perc","2017-52","quantile",NA,2.82739
"hhs1",2017-12-30,"ili perc","2017-01","quantile",NA,2.94107
"hhs1",2018-01-06,"ili perc","2018-02","quantile",NA,2.86319
"hhs1",2018-01-13,"ili perc","2018-03","quantile",NA,3.72799
"hhs1",2018-01-20,"ili perc","2018-04","quantile",NA,4.26588
"hhs1",2018-01-27,"ili perc","2018-05","quantile",NA,5.1923
"hhs1",2018-02-03,"ili perc","2018-06","quantile",NA,5.78721
"hhs1",2018-02-10,"ili perc","2018-07","quantile",NA,5.26147
"hhs1",2018-02-17,"ili perc","2018-08","quantile",NA,4.38854
"hhs1",2018-02-24,"ili perc","2018-09","quantile",NA,3.41332
"hhs1",2018-03-03,"ili perc","2018-10","quantile",NA,2.55242
"hhs1",2018-03-10,"ili perc","2018-11","quantile",NA,2.42643
"hhs1",2018-03-17,"ili perc","2018-12","quantile",NA,2.08403
"hhs1",2018-03-24,"ili perc","2018-13","quantile",NA,2.19066
"hhs1",2018-03-31,"ili perc","2018-14","quantile",NA,2.03106
"hhs1",2018-04-07,"ili perc","2018-15","quantile",NA,1.89908
"hhs1",2018-04-14,"ili perc","2018-16","quantile",NA,1.77098
"hhs1",2018-04-21,"ili perc","2018-17","quantile",NA,1.49462
"hhs1",2018-04-28,"ili perc","2018-18","quantile",NA,1.34454
"hhs1",2018-05-05,"ili perc","2018-19","quantile",NA,0.993134
"hhs1",2018-05-12,"ili perc","2018-20","quantile",NA,0.958522
"hhs1",2018-05-19,"ili perc","2018-21","quantile",NA,1.35103
"hhs1",2018-05-26,"ili perc","2018-22","quantile",NA,0.704539
"hhs1",2018-06-02,"ili perc","2018-23","quantile",NA,0.594143
"hhs1",2018-06-09,"ili perc","2018-24","quantile",NA,0.670237
"hhs1",2018-06-16,"ili perc","2018-25","quantile",NA,0.773475
"hhs1",2018-06-23,"ili perc","2018-26","quantile",NA,0.901473
"hhs1",2018-06-30,"ili perc","2018-27","quantile",NA,0.502517
"hhs1",2018-07-07,"ili perc","2018-28","quantile",NA,0.744742
"hhs1",2018-07-14,"ili perc","2018-29","quantile",NA,0.917575
"hhs1",2018-07-21,"ili perc","2018-30","quantile",NA,0.503441
"hhs1",2018-07-28,"ili perc","2018-31","quantile",NA,0.438464
"hhs1",2018-08-04,"ili perc","2018-32","quantile",NA,0.771223
"hhs1",2018-08-11,"ili perc","2018-33","quantile",NA,0.522858
"hhs1",2018-08-18,"ili perc","2018-34","quantile",NA,0.742772
"hhs1",2018-08-25,"ili perc","2018-35","quantile",NA,0.562611
"hhs1",2018-09-01,"ili perc","2018-36","quantile",NA,0.710041
"hhs1",2018-09-08,"ili perc","2018-37","quantile",NA,0.963654
"hhs1",2018-09-15,"ili perc","2018-38","quantile",NA,1.1805
"hhs1",2018-09-22,"ili perc","2018-39","quantile",NA,0.911966
"hhs1",2018-09-29,"ili perc","2018-40","quantile",NA,1.03086
"hhs1",2018-10-06,"ili perc","2018-41","quantile",NA,1.08774
"hhs1",2018-10-13,"ili perc","2018-42","quantile",NA,1.12386
"hhs1",2018-10-20,"ili perc","2018-43","quantile",NA,1.19283
"hhs1",2018-10-27,"ili perc","2018-44","quantile",NA,1.19766
"hhs1",2018-11-03,"ili perc","2018-45","quantile",NA,1.35746
"hhs1",2018-11-10,"ili perc","2018-46","quantile",NA,1.33773
"hhs1",2018-11-17,"ili perc","2018-47","quantile",NA,1.57641
"hhs1",2018-11-24,"ili perc","2018-48","quantile",NA,1.44648
"hhs1",2018-12-01,"ili perc","2018-49","quantile",NA,1.85285
"hhs1",2018-12-08,"ili perc","2018-50","quantile",NA,1.86306
"hhs1",2018-12-15,"ili perc","2018-51","quantile",NA,2.38787
"hhs1",2018-12-22,"ili perc","2018-52","quantile",NA,3.28271
"hhs1",2018-12-29,"ili perc","2018-01","quantile",NA,3.18242
"hhs1",2019-01-05,"ili perc","2019-02","quantile",NA,3.42535
"hhs1",2019-01-12,"ili perc","2019-03","quantile",NA,3.55477
"hhs1",2019-01-19,"ili perc","2019-04","quantile",NA,3.57481
"hhs1",2019-01-26,"ili perc","2019-05","quantile",NA,3.58926
