"as_of","location","date","target","origin_epiweek","observation"
"2018-09-23","hhs7",2016-10-15,"ili perc","2016-42",0.77907
"2018-09-23","hhs7",2016-10-22,"ili perc","2016-43",0.692503
"2018-09-23","hhs7",2016-10-29,"ili perc","2016-44",0.842297
"2018-09-23","hhs7",2016-11-05,"ili perc","2016-45",0.915289
"2018-09-23","hhs7",2016-11-12,"ili perc","2016-46",0.969142
"2018-09-23","hhs7",2016-11-19,"ili perc","2016-47",1.42912
"2018-09-23","hhs7",2016-11-26,"ili perc","2016-48",1.38821
"2018-09-23","hhs7",2016-12-03,"ili perc","2016-49",1.26835
"2018-09-23","hhs7",2016-12-10,"ili perc","2016-50",1.26776
"2018-09-23","hhs7",2016-12-17,"ili perc","2016-51",1.75768
"2018-09-23","hhs7",2016-12-24,"ili perc","2016-52",2.69374
"2018-09-23","hhs7",2016-12-31,"ili perc","2017-01",2.90667
"2018-09-23","hhs7",2017-01-07,"ili perc","2017-02",2.75581
"2018-09-23","hhs7",2017-01-14,"ili perc","2017-03",3.46528
"2018-09-23","hhs7",2017-01-21,"ili perc","2017-04",4.56991
"2018-09-23","hhs7",2017-01-28,"ili perc","2017-05",5.52653
"2018-09-23","hhs7",2017-02-04,"ili perc","2017-06",6.35948
"2018-09-23","hhs7",2017-02-11,"ili perc","2017-07",4.91892
"2018-09-23","hhs7",2017-02-18,"ili perc","2017-08",4.04323
"2018-09-23","hhs7",2017-02-25,"ili perc","2017-09",2.82773
"2018-09-23","hhs7",2017-03-04,"ili perc","2017-10",2.76664
"2018-09-23","hhs7",2017-03-11,"ili perc","2017-11",2.39066
"2018-09-23","hhs7",2017-03-18,"ili perc","2017-12",2.04061
"2018-09-23","hhs7",2017-03-25,"ili perc","2017-13",1.69023
"2018-09-23","hhs7",2017-04-01,"ili perc","2017-14",1.36816
"2018-09-23","hhs7",2017-04-08,"ili perc","2017-15",0.972039
"2018-09-23","hhs7",2017-04-15,"ili perc","2017-16",0.852059
"2018-09-23","hhs7",2017-04-22,"ili perc","2017-17",0.760244
"2018-09-23","hhs7",2017-04-29,"ili perc","2017-18",0.746471
"2018-09-23","hhs7",2017-05-06,"ili perc","2017-19",0.439723
"2018-09-23","hhs7",2017-05-13,"ili perc","2017-20",0.305088
"2018-09-23","hhs7",2017-05-20,"ili perc","2017-21",0.159971
"2018-09-23","hhs7",2017-05-27,"ili perc","2017-22",0.222973
"2018-09-23","hhs7",2017-06-03,"ili perc","2017-23",0.170425
"2018-09-23","hhs7",2017-06-10,"ili perc","2017-24",0.204266
"2018-09-23","hhs7",2017-06-17,"ili perc","2017-25",0.100721
"2018-09-23","hhs7",2017-06-24,"ili perc","2017-26",0.264192
"2018-09-23","hhs7",2017-07-01,"ili perc","2017-27",0.191394
"2018-09-23","hhs7",2017-07-08,"ili perc","2017-28",0.0792569
"2018-09-23","hhs7",2017-07-15,"ili perc","2017-29",0.0831066
"2018-09-23","hhs7",2017-07-22,"ili perc","2017-30",0.186993
"2018-09-23","hhs7",2017-07-29,"ili perc","2017-31",0.174172
"2018-09-23","hhs7",2017-08-05,"ili perc","2017-32",0.115888
"2018-09-23","hhs7",2017-08-12,"ili perc","2017-33",0.112074
"2018-09-23","hhs7",2017-08-19,"ili perc","2017-34",0.233776
"2018-09-23","hhs7",2017-08-26,"ili perc","2017-35",0.142496
"2018-09-23","hhs7",2017-09-02,"ili perc","2017-36",0.396513
"2018-09-23","hhs7",2017-09-09,"ili perc","2017-37",0.27963
"2018-09-23","hhs7",2017-09-16,"ili perc","2017-38",0.535088
"2018-09-23","hhs7",2017-09-23,"ili perc","2017-39",0.54052
"2019-09-22","hhs7",2017-09-30,"ili perc","2017-40",0.625799
"2019-09-22","hhs7",2017-10-07,"ili perc","2017-41",0.700961
"2019-09-22","hhs7",2017-10-14,"ili perc","2017-42",0.832588
"2019-09-22","hhs7",2017-10-21,"ili perc","2017-43",0.943455
"2019-09-22","hhs7",2017-10-28,"ili perc","2017-44",1.16063
"2019-09-22","hhs7",2017-11-04,"ili perc","2017-45",1.25143
"2019-09-22","hhs7",2017-11-11,"ili perc","2017-46",1.40765
"2019-09-22","hhs7",2017-11-18,"ili perc","2017-47",1.72814
"2019-09-22","hhs7",2017-11-25,"ili perc","2017-48",1.47504
"2019-09-22","hhs7",2017-12-02,"ili perc","2017-49",2.05556
"2019-09-22","hhs7",2017-12-09,"ili perc","2017-50",2.75354
"2019-09-22","hhs7",2017-12-16,"ili perc","2017-51",4.32304
"2019-09-22","hhs7",2017-12-23,"ili perc","2017-52",7.25157
"2019-09-22","hhs7",2017-12-30,"ili perc","2017-01",7.62744
"2019-09-22","hhs7",2018-01-06,"ili perc","2018-02",6.72613
"2019-09-22","hhs7",2018-01-13,"ili perc","2018-03",8.3421
"2019-09-22","hhs7",2018-01-20,"ili perc","2018-04",8.86645
"2019-09-22","hhs7",2018-01-27,"ili perc","2018-05",8.80663
"2019-09-22","hhs7",2018-02-03,"ili perc","2018-06",8.74478
"2019-09-22","hhs7",2018-02-10,"ili perc","2018-07",7.79645
"2019-09-22","hhs7",2018-02-17,"ili perc","2018-08",5.61847
"2019-09-22","hhs7",2018-02-24,"ili perc","2018-09",4.01667
"2019-09-22","hhs7",2018-03-03,"ili perc","2018-10",3.59271
"2019-09-22","hhs7",2018-03-10,"ili perc","2018-11",2.49904
"2019-09-22","hhs7",2018-03-17,"ili perc","2018-12",2.73415
"2019-09-22","hhs7",2018-03-24,"ili perc","2018-13",1.97997
"2019-09-22","hhs7",2018-03-31,"ili perc","2018-14",1.73584
"2019-09-22","hhs7",2018-04-07,"ili perc","2018-15",1.29236
"2019-09-22","hhs7",2018-04-14,"ili perc","2018-16",0.875072
"2019-09-22","hhs7",2018-04-21,"ili perc","2018-17",0.959192
"2019-09-22","hhs7",2018-04-28,"ili perc","2018-18",0.485035
"2019-09-22","hhs7",2018-05-05,"ili perc","2018-19",0.525801
"2019-09-22","hhs7",2018-05-12,"ili perc","2018-20",0.614223
"2019-09-22","hhs7",2018-05-19,"ili perc","2018-21",0.669485
"2019-09-22","hhs7",2018-05-26,"ili perc","2018-22",0.552918
"2019-09-22","hhs7",2018-06-02,"ili perc","2018-23",0.411285
"2019-09-22","hhs7",2018-06-09,"ili perc","2018-24",0.36296
"2019-09-22","hhs7",2018-06-16,"ili perc","2018-25",0.164442
"2019-09-22","hhs7",2018-06-23,"ili perc","2018-26",0.390854
"2019-09-22","hhs7",2018-06-30,"ili perc","2018-27",0.248292
"2019-09-22","hhs7",2018-07-07,"ili perc","2018-28",0.174719
"2019-09-22","hhs7",2018-07-14,"ili perc","2018-29",0.226168
"2019-09-22","hhs7",2018-07-21,"ili perc","2018-30",0.13167
"2019-09-22","hhs7",2018-07-28,"ili perc","2018-31",0.155556
"2019-09-22","hhs7",2018-08-04,"ili perc","2018-32",0.277188
"2019-09-22","hhs7",2018-08-11,"ili perc","2018-33",0.248476
"2019-09-22","hhs7",2018-08-18,"ili perc","2018-34",0.371052
"2019-09-22","hhs7",2018-08-25,"ili perc","2018-35",0.456272
"2019-09-22","hhs7",2018-09-01,"ili perc","2018-36",0.701872
"2019-09-22","hhs7",2018-09-08,"ili perc","2018-37",0.549544
"2019-09-22","hhs7",2018-09-15,"ili perc","2018-38",0.521293
"2019-09-22","hhs7",2018-09-22,"ili perc","2018-39",0.455528
"2020-09-20","hhs7",2018-09-29,"ili perc","2018-40",0.809146
"2020-09-20","hhs7",2018-10-06,"ili perc","2018-41",0.883625
"2020-09-20","hhs7",2018-10-13,"ili perc","2018-42",0.864705
"2020-09-20","hhs7",2018-10-20,"ili perc","2018-43",1.08692
"2020-09-20","hhs7",2018-10-27,"ili perc","2018-44",1.29658
"2020-09-20","hhs7",2018-11-03,"ili perc","2018-45",1.26966
"2020-09-20","hhs7",2018-11-10,"ili perc","2018-46",0.963909
"2020-09-20","hhs7",2018-11-17,"ili perc","2018-47",1.40643
"2020-09-20","hhs7",2018-11-24,"ili perc","2018-48",1.37924
"2020-09-20","hhs7",2018-12-01,"ili perc","2018-49",1.42108
"2020-09-20","hhs7",2018-12-08,"ili perc","2018-50",2.01181
"2020-09-20","hhs7",2018-12-15,"ili perc","2018-51",2.38016
"2020-09-20","hhs7",2018-12-22,"ili perc","2018-52",4.34515
"2020-09-20","hhs7",2018-12-29,"ili perc","2018-01",3.22125
"2020-09-20","hhs7",2019-01-05,"ili perc","2019-02",2.54642
"2020-09-20","hhs7",2019-01-12,"ili perc","2019-03",3.18698
"2020-09-20","hhs7",2019-01-19,"ili perc","2019-04",3.25411
"2020-09-20","hhs7",2019-01-26,"ili perc","2019-05",4.03294
"2020-09-20","hhs7",2019-02-02,"ili perc","2019-06",4.03202
"2020-09-20","hhs7",2019-02-09,"ili perc","2019-07",4.41464
"2020-09-20","hhs7",2019-02-16,"ili perc","2019-08",5.26389
"2020-09-20","hhs7",2019-02-23,"ili perc","2019-09",4.85796
"2020-09-20","hhs7",2019-03-02,"ili perc","2019-10",5.11223
"2020-09-20","hhs7",2019-03-09,"ili perc","2019-11",5.70521
"2020-09-20","hhs7",2019-03-16,"ili perc","2019-12",4.82292
"2020-09-20","hhs7",2019-03-23,"ili perc","2019-13",3.76015
"2020-09-20","hhs7",2019-03-30,"ili perc","2019-14",2.23979
"2020-09-20","hhs7",2019-04-06,"ili perc","2019-15",1.85818
"2020-09-20","hhs7",2019-04-13,"ili perc","2019-16",1.14131
"2020-09-20","hhs7",2019-04-20,"ili perc","2019-17",0.992699
"2020-09-20","hhs7",2019-04-27,"ili perc","2019-18",0.890895
"2020-09-20","hhs7",2019-05-04,"ili perc","2019-19",0.755468
"2020-09-20","hhs7",2019-05-11,"ili perc","2019-20",0.718554
"2020-09-20","hhs7",2019-05-18,"ili perc","2019-21",0.723845
"2020-09-20","hhs7",2019-05-25,"ili perc","2019-22",0.563432
"2020-09-20","hhs7",2019-06-01,"ili perc","2019-23",0.534964
"2020-09-20","hhs7",2019-06-08,"ili perc","2019-24",0.395491
"2020-09-20","hhs7",2019-06-15,"ili perc","2019-25",0.34226
"2020-09-20","hhs7",2019-06-22,"ili perc","2019-26",0.363781
"2020-09-20","hhs7",2019-06-29,"ili perc","2019-27",0.280448
"2020-09-20","hhs7",2019-07-06,"ili perc","2019-28",0.348708
"2020-09-20","hhs7",2019-07-13,"ili perc","2019-29",0.323568
"2020-09-20","hhs7",2019-07-20,"ili perc","2019-30",0.305277
"2020-09-20","hhs7",2019-07-27,"ili perc","2019-31",0.291007
"2020-09-20","hhs7",2019-08-03,"ili perc","2019-32",0.312979
"2020-09-20","hhs7",2019-08-10,"ili perc","2019-33",0.273889
"2020-09-20","hhs7",2019-08-17,"ili perc","2019-34",0.401812
"2020-09-20","hhs7",2019-08-24,"ili perc","2019-35",0.520838
"2020-09-20","hhs7",2019-08-31,"ili perc","2019-36",0.629462
"2020-09-20","hhs7",2019-09-07,"ili perc","2019-37",0.727508
"2020-09-20","hhs7",2019-09-14,"ili perc","2019-38",0.645669
"2020-09-20","hhs7",2019-09-21,"ili perc","2019-39",1.0433
"2021-09-26","hhs7",2019-09-28,"ili perc","2019-40",0.795417
"2021-09-26","hhs7",2019-10-05,"ili perc","2019-41",0.841062
"2021-09-26","hhs7",2019-10-12,"ili perc","2019-42",1.01154
"2021-09-26","hhs7",2019-10-19,"ili perc","2019-43",1.11924
"2021-09-26","hhs7",2019-10-26,"ili perc","2019-44",1.22561
"2021-09-26","hhs7",2019-11-02,"ili perc","2019-45",1.21619
"2021-09-26","hhs7",2019-11-09,"ili perc","2019-46",1.6625
"2021-09-26","hhs7",2019-11-16,"ili perc","2019-47",1.50983
"2021-09-26","hhs7",2019-11-23,"ili perc","2019-48",1.72343
"2021-09-26","hhs7",2019-11-30,"ili perc","2019-49",1.84867
"2021-09-26","hhs7",2019-12-07,"ili perc","2019-50",2.18788
"2021-09-26","hhs7",2019-12-14,"ili perc","2019-51",2.84278
"2021-09-26","hhs7",2019-12-21,"ili perc","2019-52",5.61966
"2021-09-26","hhs7",2019-12-28,"ili perc","2019-01",4.81526
"2021-09-26","hhs7",2020-01-04,"ili perc","2020-02",3.57077
"2021-09-26","hhs7",2020-01-11,"ili perc","2020-03",5.2512
"2021-09-26","hhs7",2020-01-18,"ili perc","2020-04",6.07977
"2021-09-26","hhs7",2020-01-25,"ili perc","2020-05",6.87522
"2021-09-26","hhs7",2020-02-01,"ili perc","2020-06",7.25331
"2021-09-26","hhs7",2020-02-08,"ili perc","2020-07",6.36516
"2021-09-26","hhs7",2020-02-15,"ili perc","2020-08",5.90277
"2021-09-26","hhs7",2020-02-22,"ili perc","2020-09",6.73512
"2017-10-01","hhs8",2015-10-17,"ili perc","2015-42",0.688796
"2017-10-01","hhs8",2015-10-24,"ili perc","2015-43",0.612608
"2017-10-01","hhs8",2015-10-31,"ili perc","2015-44",0.721433
"2017-10-01","hhs8",2015-11-07,"ili perc","2015-45",0.744407
"2017-10-01","hhs8",2015-11-14,"ili perc","2015-46",0.776688
"2017-10-01","hhs8",2015-11-21,"ili perc","2015-47",0.997922
"2017-10-01","hhs8",2015-11-28,"ili perc","2015-48",0.725679
"2017-10-01","hhs8",2015-12-05,"ili perc","2015-49",0.891982
"2017-10-01","hhs8",2015-12-12,"ili perc","2015-50",0.895779
"2017-10-01","hhs8",2015-12-19,"ili perc","2015-51",1.15229
"2017-10-01","hhs8",2015-12-26,"ili perc","2015-52",1.49666
"2017-10-01","hhs8",2016-01-02,"ili perc","2016-01",1.11457
"2017-10-01","hhs8",2016-01-09,"ili perc","2016-02",1.1948
"2017-10-01","hhs8",2016-01-16,"ili perc","2016-03",1.223
"2017-10-01","hhs8",2016-01-23,"ili perc","2016-04",1.27726
"2017-10-01","hhs8",2016-01-30,"ili perc","2016-05",1.56575
"2017-10-01","hhs8",2016-02-06,"ili perc","2016-06",1.82146
"2017-10-01","hhs8",2016-02-13,"ili perc","2016-07",2.15404
"2017-10-01","hhs8",2016-02-20,"ili perc","2016-08",2.17828
"2017-10-01","hhs8",2016-02-27,"ili perc","2016-09",2.03079
"2017-10-01","hhs8",2016-03-05,"ili perc","2016-10",2.14672
"2017-10-01","hhs8",2016-03-12,"ili perc","2016-11",2.16058
"2017-10-01","hhs8",2016-03-19,"ili perc","2016-12",1.85893
"2017-10-01","hhs8",2016-03-26,"ili perc","2016-13",1.75981
"2017-10-01","hhs8",2016-04-02,"ili perc","2016-14",1.64976
"2017-10-01","hhs8",2016-04-09,"ili perc","2016-15",1.29508
"2017-10-01","hhs8",2016-04-16,"ili perc","2016-16",1.14872
"2017-10-01","hhs8",2016-04-23,"ili perc","2016-17",0.983857
"2017-10-01","hhs8",2016-04-30,"ili perc","2016-18",0.967427
"2017-10-01","hhs8",2016-05-07,"ili perc","2016-19",0.818413
"2017-10-01","hhs8",2016-05-14,"ili perc","2016-20",0.73938
"2017-10-01","hhs8",2016-05-21,"ili perc","2016-21",0.73781
"2017-10-01","hhs8",2016-05-28,"ili perc","2016-22",0.724162
"2017-10-01","hhs8",2016-06-04,"ili perc","2016-23",0.568101
"2017-10-01","hhs8",2016-06-11,"ili perc","2016-24",0.540166
"2017-10-01","hhs8",2016-06-18,"ili perc","2016-25",0.464534
"2017-10-01","hhs8",2016-06-25,"ili perc","2016-26",0.477685
"2017-10-01","hhs8",2016-07-02,"ili perc","2016-27",0.451657
"2017-10-01","hhs8",2016-07-09,"ili perc","2016-28",0.417195
"2017-10-01","hhs8",2016-07-16,"ili perc","2016-29",0.43248
"2017-10-01","hhs8",2016-07-23,"ili perc","2016-30",0.35978
"2017-10-01","hhs8",2016-07-30,"ili perc","2016-31",0.331639
"2017-10-01","hhs8",2016-08-06,"ili perc","2016-32",0.389203
"2017-10-01","hhs8",2016-08-13,"ili perc","2016-33",0.379123
"2017-10-01","hhs8",2016-08-20,"ili perc","2016-34",0.564038
"2017-10-01","hhs8",2016-08-27,"ili perc","2016-35",0.831985
"2017-10-01","hhs8",2016-09-03,"ili perc","2016-36",0.637444
"2017-10-01","hhs8",2016-09-10,"ili perc","2016-37",0.842631
"2017-10-01","hhs8",2016-09-17,"ili perc","2016-38",0.784745
"2017-10-01","hhs8",2016-09-24,"ili perc","2016-39",0.53557
"2018-09-23","hhs8",2016-10-01,"ili perc","2016-40",0.774099
"2018-09-23","hhs8",2016-10-08,"ili perc","2016-41",0.911285
"2018-09-23","hhs8",2016-10-15,"ili perc","2016-42",0.932084
"2018-09-23","hhs8",2016-10-22,"ili perc","2016-43",0.831681
"2018-09-23","hhs8",2016-10-29,"ili perc","2016-44",0.506499
"2018-09-23","hhs8",2016-11-05,"ili perc","2016-45",0.746585
"2018-09-23","hhs8",2016-11-12,"ili perc","2016-46",0.903373
"2018-09-23","hhs8",2016-11-19,"ili perc","2016-47",0.7899
"2018-09-23","hhs8",2016-11-26,"ili perc","2016-48",1.26446
"2018-09-23","hhs8",2016-12-03,"ili perc","2016-49",1.14529
"2018-09-23","hhs8",2016-12-10,"ili perc","2016-50",1.29771
"2018-09-23","hhs8",2016-12-17,"ili perc","2016-51",2.0834
"2018-09-23","hhs8",2016-12-24,"ili perc","2016-52",1.45497
"2018-09-23","hhs8",2016-12-31,"ili perc","2017-01",2.25932
"2018-09-23","hhs8",2017-01-07,"ili perc","2017-02",1.90851
"2018-09-23","hhs8",2017-01-14,"ili perc","2017-03",2.2668
"2018-09-23","hhs8",2017-01-21,"ili perc","2017-04",2.07104
"2018-09-23","hhs8",2017-01-28,"ili perc","2017-05",2.27632
"2018-09-23","hhs8",2017-02-04,"ili perc","2017-06",2.29134
"2018-09-23","hhs8",2017-02-11,"ili perc","2017-07",2.72703
"2018-09-23","hhs8",2017-02-18,"ili perc","2017-08",1.62675
"2018-09-23","hhs8",2017-02-25,"ili perc","2017-09",1.458
"2018-09-23","hhs8",2017-03-04,"ili perc","2017-10",1.441
"2018-09-23","hhs8",2017-03-11,"ili perc","2017-11",1.13172
"2018-09-23","hhs8",2017-03-18,"ili perc","2017-12",1.34752
"2018-09-23","hhs8",2017-03-25,"ili perc","2017-13",1.13431
"2018-09-23","hhs8",2017-04-01,"ili perc","2017-14",1.11224
"2018-09-23","hhs8",2017-04-08,"ili perc","2017-15",0.834582
"2018-09-23","hhs8",2017-04-15,"ili perc","2017-16",0.855133
"2018-09-23","hhs8",2017-04-22,"ili perc","2017-17",0.975584
"2018-09-23","hhs8",2017-04-29,"ili perc","2017-18",1.02515
"2018-09-23","hhs8",2017-05-06,"ili perc","2017-19",0.576129
"2018-09-23","hhs8",2017-05-13,"ili perc","2017-20",0.758802
"2018-09-23","hhs8",2017-05-20,"ili perc","2017-21",0.907504
"2018-09-23","hhs8",2017-05-27,"ili perc","2017-22",0.593665
"2018-09-23","hhs8",2017-06-03,"ili perc","2017-23",0.390797
"2018-09-23","hhs8",2017-06-10,"ili perc","2017-24",0.202737
"2018-09-23","hhs8",2017-06-17,"ili perc","2017-25",0.490319
"2018-09-23","hhs8",2017-06-24,"ili perc","2017-26",0.328928
"2018-09-23","hhs8",2017-07-01,"ili perc","2017-27",0.321013
"2018-09-23","hhs8",2017-07-08,"ili perc","2017-28",0.339631
"2018-09-23","hhs8",2017-07-15,"ili perc","2017-29",0.22517
"2018-09-23","hhs8",2017-07-22,"ili perc","2017-30",0.191863
"2018-09-23","hhs8",2017-07-29,"ili perc","2017-31",0.33984
"2018-09-23","hhs8",2017-08-05,"ili perc","2017-32",0.359646
"2018-09-23","hhs8",2017-08-12,"ili perc","2017-33",0.326402
"2018-09-23","hhs8",2017-08-19,"ili perc","2017-34",0.419146
"2018-09-23","hhs8",2017-08-26,"ili perc","2017-35",0.714684
"2018-09-23","hhs8",2017-09-02,"ili perc","2017-36",0.800955
"2018-09-23","hhs8",2017-09-09,"ili perc","2017-37",0.331921
"2018-09-23","hhs8",2017-09-16,"ili perc","2017-38",0.427048
"2018-09-23","hhs8",2017-09-23,"ili perc","2017-39",0.518725
"2019-09-22","hhs8",2017-09-30,"ili perc","2017-40",0.473124
"2019-09-22","hhs8",2017-10-07,"ili perc","2017-41",0.559737
"2019-09-22","hhs8",2017-10-14,"ili perc","2017-42",0.56036
"2019-09-22","hhs8",2017-10-21,"ili perc","2017-43",0.697744
"2019-09-22","hhs8",2017-10-28,"ili perc","2017-44",0.696275
"2019-09-22","hhs8",2017-11-04,"ili perc","2017-45",0.772473
"2019-09-22","hhs8",2017-11-11,"ili perc","2017-46",0.842594
"2019-09-22","hhs8",2017-11-18,"ili perc","2017-47",0.935706
"2019-09-22","hhs8",2017-11-25,"ili perc","2017-48",0.949127
"2019-09-22","hhs8",2017-12-02,"ili perc","2017-49",1.13022
"2019-09-22","hhs8",2017-12-09,"ili perc","2017-50",1.32612
"2019-09-22","hhs8",2017-12-16,"ili perc","2017-51",1.93549
"2019-09-22","hhs8",2017-12-23,"ili perc","2017-52",2.42647
"2019-09-22","hhs8",2017-12-30,"ili perc","2017-01",2.55038
"2019-09-22","hhs8",2018-01-06,"ili perc","2018-02",2.61857
"2019-09-22","hhs8",2018-01-13,"ili perc","2018-03",2.76747
"2019-09-22","hhs8",2018-01-20,"ili perc","2018-04",2.82465
"2019-09-22","hhs8",2018-01-27,"ili perc","2018-05",3.24954
"2019-09-22","hhs8",2018-02-03,"ili perc","2018-06",3.18167
"2019-09-22","hhs8",2018-02-10,"ili perc","2018-07",3.02627
"2019-09-22","hhs8",2018-02-17,"ili perc","2018-08",2.93967
"2019-09-22","hhs8",2018-02-24,"ili perc","2018-09",2.16326
"2019-09-22","hhs8",2018-03-03,"ili perc","2018-10",1.89284
"2019-09-22","hhs8",2018-03-10,"ili perc","2018-11",1.60878
"2019-09-22","hhs8",2018-03-17,"ili perc","2018-12",1.2732
"2019-09-22","hhs8",2018-03-24,"ili perc","2018-13",1.08504
"2019-09-22","hhs8",2018-03-31,"ili perc","2018-14",1.12627
"2019-09-22","hhs8",2018-04-07,"ili perc","2018-15",0.842282
"2019-09-22","hhs8",2018-04-14,"ili perc","2018-16",0.68162
"2019-09-22","hhs8",2018-04-21,"ili perc","2018-17",0.786336
"2019-09-22","hhs8",2018-04-28,"ili perc","2018-18",0.643685
"2019-09-22","hhs8",2018-05-05,"ili perc","2018-19",0.496602
"2019-09-22","hhs8",2018-05-12,"ili perc","2018-20",0.544957
"2019-09-22","hhs8",2018-05-19,"ili perc","2018-21",0.549032
"2019-09-22","hhs8",2018-05-26,"ili perc","2018-22",0.714392
"2019-09-22","hhs8",2018-06-02,"ili perc","2018-23",0.427188
"2019-09-22","hhs8",2018-06-09,"ili perc","2018-24",0.313905
"2019-09-22","hhs8",2018-06-16,"ili perc","2018-25",0.35226
"2019-09-22","hhs8",2018-06-23,"ili perc","2018-26",0.288182
"2019-09-22","hhs8",2018-06-30,"ili perc","2018-27",0.221924
"2019-09-22","hhs8",2018-07-07,"ili perc","2018-28",0.250119
"2019-09-22","hhs8",2018-07-14,"ili perc","2018-29",0.206937
"2019-09-22","hhs8",2018-07-21,"ili perc","2018-30",0.163283
"2019-09-22","hhs8",2018-07-28,"ili perc","2018-31",0.197282
"2019-09-22","hhs8",2018-08-04,"ili perc","2018-32",0.250558
"2019-09-22","hhs8",2018-08-11,"ili perc","2018-33",0.255081
"2019-09-22","hhs8",2018-08-18,"ili perc","2018-34",0.321643
"2019-09-22","hhs8",2018-08-25,"ili perc","2018-35",0.34631
"2019-09-22","hhs8",2018-09-01,"ili perc","2018-36",0.527411
"2019-09-22","hhs8",2018-09-08,"ili perc","2018-37",0.388545
"2019-09-22","hhs8",2018-09-15,"ili perc","2018-38",0.638062
"2019-09-22","hhs8",2018-09-22,"ili perc","2018-39",0.568779
"2020-09-20","hhs8",2018-09-29,"ili perc","2018-40",1.53406
"2020-09-20","hhs8",2018-10-06,"ili perc","2018-41",1.59296
"2020-09-20","hhs8",2018-10-13,"ili perc","2018-42",1.7847
"2020-09-20","hhs8",2018-10-20,"ili perc","2018-43",1.72335
"2020-09-20","hhs8",2018-10-27,"ili perc","2018-44",1.84374
"2020-09-20","hhs8",2018-11-03,"ili perc","2018-45",2.03272
"2020-09-20","hhs8",2018-11-10,"ili perc","2018-46",2.17481
"2020-09-20","hhs8",2018-11-17,"ili perc","2018-47",2.37747
"2020-09-20","hhs8",2018-11-24,"ili perc","2018-48",2.51482
"2020-09-20","hhs8",2018-12-01,"ili perc","2018-49",2.69049
"2020-09-20","hhs8",2018-12-08,"ili perc","2018-50",3.26893
"2020-09-20","hhs8",2018-12-15,"ili perc","2018-51",3.92155
"2020-09-20","hhs8",2018-12-22,"ili perc","2018-52",5.37214
"2020-09-20","hhs8",2018-12-29,"ili perc","2018-01",4.42326
"2020-09-20","hhs8",2019-01-05,"ili perc","2019-02",3.83922
"2020-09-20","hhs8",2019-01-12,"ili perc","2019-03",3.68283
"2020-09-20","hhs8",2019-01-19,"ili perc","2019-04",3.88763
"2020-09-20","hhs8",2019-01-26,"ili perc","2019-05",4.57775
"2020-09-20","hhs8",2019-02-02,"ili perc","2019-06",4.96749
"2020-09-20","hhs8",2019-02-09,"ili perc","2019-07",5.56349
"2020-09-20","hhs8",2019-02-16,"ili perc","2019-08",5.86631
"2020-09-20","hhs8",2019-02-23,"ili perc","2019-09",5.58335
"2020-09-20","hhs8",2019-03-02,"ili perc","2019-10",5.69172
"2020-09-20","hhs8",2019-03-09,"ili perc","2019-11",4.99913
"2020-09-20","hhs8",2019-03-16,"ili perc","2019-12",3.89435
"2020-09-20","hhs8",2019-03-23,"ili perc","2019-13",3.11083
"2020-09-20","hhs8",2019-03-30,"ili perc","2019-14",2.98252
"2020-09-20","hhs8",2019-04-06,"ili perc","2019-15",2.35014
"2020-09-20","hhs8",2019-04-13,"ili perc","2019-16",2.34954
"2020-09-20","hhs8",2019-04-20,"ili perc","2019-17",2.06094
"2020-09-20","hhs8",2019-04-27,"ili perc","2019-18",2.16572
"2020-09-20","hhs8",2019-05-04,"ili perc","2019-19",1.99228
"2020-09-20","hhs8",2019-05-11,"ili perc","2019-20",1.98367
"2020-09-20","hhs8",2019-05-18,"ili perc","2019-21",1.94391
"2020-09-20","hhs8",2019-05-25,"ili perc","2019-22",1.90342
"2020-09-20","hhs8",2019-06-01,"ili perc","2019-23",1.75419
"2020-09-20","hhs8",2019-06-08,"ili perc","2019-24",1.37314
"2020-09-20","hhs8",2019-06-15,"ili perc","2019-25",1.21754
"2020-09-20","hhs8",2019-06-22,"ili perc","2019-26",1.13164
"2020-09-20","hhs8",2019-06-29,"ili perc","2019-27",1.0087
"2020-09-20","hhs8",2019-07-06,"ili perc","2019-28",0.871618
"2020-09-20","hhs8",2019-07-13,"ili perc","2019-29",0.888526
"2020-09-20","hhs8",2019-07-20,"ili perc","2019-30",0.829494
"2020-09-20","hhs8",2019-07-27,"ili perc","2019-31",0.831885
"2020-09-20","hhs8",2019-08-03,"ili perc","2019-32",0.848467
"2020-09-20","hhs8",2019-08-10,"ili perc","2019-33",0.906684
"2020-09-20","hhs8",2019-08-17,"ili perc","2019-34",1.05052
"2020-09-20","hhs8",2019-08-24,"ili perc","2019-35",1.37627
"2020-09-20","hhs8",2019-08-31,"ili perc","2019-36",1.58485
"2020-09-20","hhs8",2019-09-07,"ili perc","2019-37",1.64784
"2020-09-20","hhs8",2019-09-14,"ili perc","2019-38",1.6371
"2020-09-20","hhs8",2019-09-21,"ili perc","2019-39",1.62821
"2021-09-26","hhs8",2019-09-28,"ili perc","2019-40",1.80463
"2021-09-26","hhs8",2019-10-05,"ili perc","2019-41",1.76108
"2021-09-26","hhs8",2019-10-12,"ili perc","2019-42",1.88607
"2021-09-26","hhs8",2019-10-19,"ili perc","2019-43",1.97889
"2021-09-26","hhs8",2019-10-26,"ili perc","2019-44",2.03455
"2021-09-26","hhs8",2019-11-02,"ili perc","2019-45",2.1253
